,bidder_id,payment_account,address,outcome,auction,merchandise,device,time,country,ip,url,num_bids,num_first_bids,num_last_bids,time_to_bid,inst_resp,perc_inst_resp,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods,num_bids_per_auction,num_bids_per_device,num_bids_per_country,num_bids_per_ip,on_ip_that_has_a_bot_mean,ip_entropy,url_entropy,mean_country_per_auction,max_country_per_auction,min_country_per_auction,std_country_per_auction,mean_devices_per_auction,max_devices_per_auction,min_devices_per_auction,std_devices_per_auction,mean_ip_per_auction,max_ip_per_auction,min_ip_per_auction,std_ip_per_auction,mean_url_per_auction,max_url_per_auction,min_url_per_auction,std_url_per_auction,total_no_of_participated_auctions,no_of_auction_exceeds_threshold,percentage_of_auctions_above_threshold,total_no_of_bidded_category,no_of_merchandise_exceeds_threshold,percentage_of_merchandise_above_threshold,on_url_that_has_a_bot_mean
325,f0f21cd3d51b7a233988cb1c3c5df977zjqkj,45ac2cef27156ebd0b8fd57fe4115348qgcjc,3bebe0cc21c2df376efacaa7c8707645w0pfm,0.0,25.0,1.0,17.0,32.0,4.0,27.0,17.0,32.0,0,0,18613583881579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.28,1.8823529411764706,8.0,1.1851851851851851,0.2962962962962963,77.3991,57.4119,1.0,1.0,1.0,0.0,1.2,2.0,1.0,0.408248290463863,1.2,2.0,1.0,0.408248290463863,1.2,2.0,1.0,0.408248290463863,25.0,0.0,0.0,1.0,0.0,0.0,0.058823529411764705
326,cf9a1c3af63d1bc3f55728b4a06a5f46njrac,776d2bc27928f3d5c1ef56f2f03118dbmtnt0,c1bdfd83e02d60280ca8f55d92d8dd31j7owz,0.0,45.0,1.0,51.0,133.0,6.0,64.0,70.0,133.0,1,1,5189545310644.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,2.9555555555555557,2.607843137254902,22.166666666666668,2.078125,0.890625,441.581,381.9995,1.0888888888888888,2.0,1.0,0.28779903201415186,2.577777777777778,12.0,1.0,2.872193403915369,2.7333333333333334,13.0,1.0,3.215021560792966,2.3777777777777778,12.0,1.0,2.5786614646934463,45.0,3.0,0.06666666666666667,1.0,0.0,0.0,0.014285714285714285
327,47c5cd21a74e45dd294cdd53041ec0a3dw3ge,e70ac5d822f8ad7aea689f3aaacb8758jkk6c,2c2a8863befc910dcaba74cb5d5e58af8c88s,0.0,194.0,1.0,337.0,2199.0,62.0,1380.0,856.0,2211.0,1,1,6563906353400.595,24.0,0.010854816824966078,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,0.0,0.0,0.0,11.396907216494846,6.560830860534125,35.145161290322584,1.6021739130434782,0.27391304347826084,14025.5363,10458.2107,1.8505154639175259,15.0,1.0,2.801429084283126,6.989690721649485,78.0,1.0,14.780252085716356,9.88659793814433,125.0,1.0,23.86224554519692,7.592783505154639,76.0,1.0,15.059954430379767,194.0,47.0,0.2422680412371134,1.0,1.0,1.0,0.002336448598130841
328,c2d1b8c1b7a9c8010f5b215e8aadb1d7gahpp,a47ec76145b2abb39b940289f696386b1ccvn,65e92ffdba45917e11cc034e53cd8f5b189h5,0.0,82.0,1.0,89.0,225.0,10.0,193.0,88.0,226.0,0,0,6627606194690.212,2.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,2.7560975609756095,2.539325842696629,22.6,1.1709844559585492,0.17098445595854922,985.924,830.5714,1.0,1.0,1.0,0.0,2.2804878048780486,13.0,1.0,2.3001577522062764,2.6463414634146343,17.0,1.0,3.1715243490753893,2.5121951219512195,13.0,1.0,2.745339046452352,82.0,0.0,0.0,1.0,0.0,0.0,0.011363636363636364
329,29544507566320f1125d8e9f9a0ab3f2jswhk,a3d2de7675556553a5f08e4c88d2c228nuqda,c0607b742b1639b1a009789d75d58d7cnexap,0.0,133.0,1.0,148.0,964.0,41.0,405.0,444.0,971.0,0,1,10378151498726.453,14.0,0.014418125643666324,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,7.3007518796992485,6.5608108108108105,23.682926829268293,2.397530864197531,0.3506172839506173,4955.7359,4890.4484,1.3834586466165413,16.0,1.0,1.5507662060828054,2.887218045112782,93.0,1.0,8.116252060226227,4.067669172932331,220.0,1.0,19.002071453557058,4.917293233082707,290.0,1.0,25.05389497112114,133.0,20.0,0.15037593984962405,1.0,0.0,0.0,0.11936936936936937
330,6f46b3e231003daf21108df4624afcfdaaswv,7925026706240357ae001baf5634d263orhpb,a3d2de7675556553a5f08e4c88d2c228rd586,0.0,16.0,1.0,15.0,19.0,16.0,18.0,5.0,19.0,0,1,35923121883656.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.1875,1.2666666666666666,1.1875,1.0555555555555556,0.5555555555555556,36.3954,21.0034,1.1875,3.0,1.0,0.5439056290693572,1.1875,3.0,1.0,0.5439056290693572,1.1875,3.0,1.0,0.5439056290693572,1.125,2.0,1.0,0.34156502553198664,16.0,0.0,0.0,1.0,0.0,0.0,0.2
331,1680f758aecded6e25096b3a6199b38en6n73,c114a96e91325e7a6be1df9197e18da1uvpir,a3d2de7675556553a5f08e4c88d2c228uxhaw,0.0,8.0,1.0,5.0,10.0,3.0,9.0,2.0,10.0,0,0,4667784210526.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.25,2.0,3.3333333333333335,1.1111111111111112,0.3333333333333333,12.8018,2.1972,1.0,1.0,1.0,0.0,1.125,2.0,1.0,0.3535533905932738,1.25,2.0,1.0,0.4629100498862757,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.5
332,791031a63c9e2b4835caa9a4cc1768baias2l,a3d2de7675556553a5f08e4c88d2c228rg3h6,8500a4921ab7175c36865779f13ecbe2h1xa8,0.0,14.0,1.0,10.0,17.0,5.0,13.0,14.0,17.0,0,0,23454105263157.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.2142857142857142,1.7,3.4,1.3076923076923077,0.9230769230769231,29.2856,30.6719,1.0,1.0,1.0,0.0,1.1428571428571428,3.0,1.0,0.5345224838248488,1.0714285714285714,2.0,1.0,0.2672612419124244,1.2142857142857142,3.0,1.0,0.5789342235218394,14.0,0.0,0.0,1.0,0.0,0.0,0.07142857142857142
333,dfa45994c8471762d04deb23c6450598byp8y,a3d2de7675556553a5f08e4c88d2c228hkxhe,2a96c3ce94b3be921e0296097b88b56aqb7pe,0.0,12.0,1.0,29.0,83.0,1.0,33.0,28.0,83.0,0,0,6111662016486.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,6.916666666666667,2.8620689655172415,83.0,2.515151515151515,1.0,242.5025,144.3552,1.0,1.0,1.0,0.0,3.1666666666666665,10.0,1.0,3.186144245246149,5.166666666666667,17.0,1.0,5.828352852195633,3.3333333333333335,12.0,1.0,3.725424523297698,12.0,2.0,0.16666666666666666,1.0,0.0,0.0,0.03571428571428571
334,055282b75717345ba6f53d40e9e6d6c56qrzp,a3d2de7675556553a5f08e4c88d2c228eylja,a3d2de7675556553a5f08e4c88d2c228harfx,0.0,346.0,1.0,920.0,12420.0,129.0,7486.0,5658.0,13133.0,1,1,5175268235501.623,1384.0,0.10538338536511078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13133.0,37.956647398843934,14.275,101.8062015503876,1.7543414373497195,0.1586962329682073,99924.4479,60931.8388,1.5115606936416186,78.0,1.0,4.748288404737698,9.988439306358382,358.0,1.0,34.71732448772747,23.36994219653179,1278.0,1.0,108.27472636433681,18.341040462427745,1018.0,1.0,82.43546016980225,346.0,122.0,0.35260115606936415,1.0,1.0,1.0,0.008660303994344292
335,e22528ef6a439aff5a8b19f8c9b07c19fyzs6,05af8716f7418921fe26d1b61a854b1b4uqze,7e09c8545d0e73add60b2e440b0014ed11tnp,0.0,104.0,1.0,66.0,179.0,13.0,126.0,37.0,179.0,1,0,24638060276389.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.7211538461538463,2.712121212121212,13.76923076923077,1.4206349206349207,0.5555555555555556,722.808,406.1045,1.0865384615384615,3.0,1.0,0.34445896575480844,1.6057692307692308,8.0,1.0,1.1776088099769486,1.6730769230769231,10.0,1.0,1.4034790869205889,1.3173076923076923,7.0,1.0,0.916561991896237,104.0,0.0,0.0,1.0,0.0,0.0,0.02702702702702703
336,a539fbaf8b29613ff0e4f3e5831aa7a5p2cva,ab52ec1d362c6c02c8bfc3dd18b072c7lnzjr,a3d2de7675556553a5f08e4c88d2c228jq1z6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,9914052631579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
337,d3c80e9f6b8e1d774679fd8dd5aae611e3qls,a3d2de7675556553a5f08e4c88d2c228xw7xj,a3d2de7675556553a5f08e4c88d2c228ps2cq,0.0,24.0,1.0,25.0,32.0,13.0,29.0,26.0,32.0,0,0,6091995065789.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.3333333333333333,1.28,2.4615384615384617,1.103448275862069,0.4827586206896552,78.0922,77.3991,1.0416666666666667,2.0,1.0,0.2041241452319315,1.25,3.0,1.0,0.6079187588743288,1.25,3.0,1.0,0.6079187588743288,1.25,3.0,1.0,0.6079187588743288,24.0,0.0,0.0,1.0,0.0,0.0,0.038461538461538464
338,d9177cca9a1bfe3478cc4f11a0d57de2p8ahp,a3d2de7675556553a5f08e4c88d2c228oggrt,5cd3ac90b6c7c8f41e527a938db8492c35gx8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,9712210526315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
339,187636e527504df29bf42d4a2b7767e54bgv7,a3d2de7675556553a5f08e4c88d2c2281swzb,a3d2de7675556553a5f08e4c88d2c2281rrln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,1b0534afb7c02bb023bd4767ae73f17dqzqdu,a3d2de7675556553a5f08e4c88d2c228vcpeq,60d0e5c81c0e4edb812a95d290547b9f5prs6,0.0,90.0,1.0,280.0,1581.0,29.0,1086.0,618.0,1587.0,0,0,7159214837661.562,12.0,0.007561436672967864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,0.0,0.0,17.633333333333333,5.667857142857143,54.689655172413794,1.4613259668508287,0.15193370165745856,9205.5276,6144.6801,1.2666666666666666,17.0,1.0,1.720987435401255,5.177777777777778,229.0,1.0,24.02226391382727,12.766666666666667,846.0,1.0,88.9475353505864,8.244444444444444,519.0,1.0,54.51920826564347,90.0,5.0,0.05555555555555555,1.0,1.0,1.0,0.003236245954692557
341,7607c4efa792a69e2a8949ccafcbef103squn,a3d2de7675556553a5f08e4c88d2c228sihzv,a3d2de7675556553a5f08e4c88d2c228f13jc,0.0,330.0,1.0,958.0,19679.0,123.0,9876.0,6504.0,20322.0,1,1,29793450864761.5,1273.0,0.06264147229603385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20322.0,0.0,0.0,61.58181818181818,21.21294363256785,165.0650406504065,2.05771567436209,0.13598622924260834,159398.3978,90816.435,2.6272727272727274,47.0,1.0,5.756232130903569,19.98787878787879,296.0,1.0,41.234666543699184,35.942424242424245,1294.0,1.0,120.09160518305424,26.32121212121212,705.0,1.0,76.88668390989456,330.0,130.0,0.3939393939393939,1.0,1.0,1.0,0.026906519065190652
342,f93a998dc10a4c98f65c6b86fdff651d5i4qh,39e64c0538a24358a73dee13485943c2t359a,af2e7f3f7a97c89f546068a87e87bce7cs2yr,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2029947368421.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
343,fb5a19240e36ae12aaccc1e9d9231144l32hv,a3d2de7675556553a5f08e4c88d2c228twfog,138e0e3b6eee9acaf0bfdddc1d56a239mp0fl,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0,0,10156815789473.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
344,8c4b0d95ba36c0ba2a52f9043c62fccev75uu,a3d2de7675556553a5f08e4c88d2c228gr9mc,794abfcfc9a51569c6415a61a319b352n3g75,0.0,10.0,1.0,173.0,554.0,3.0,390.0,317.0,554.0,0,0,17077452023560.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,55.4,3.2023121387283235,184.66666666666666,1.4205128205128206,0.08717948717948718,2792.8882,2244.6716,1.4,3.0,1.0,0.6992058987801011,28.7,107.0,1.0,41.171862020343724,44.2,173.0,1.0,66.48943107324986,35.0,139.0,1.0,55.67365225630124,10.0,2.0,0.2,1.0,0.0,0.0,0.11356466876971609
345,334714f005e994d46cf4d18093dd4d05fyxc8,455ed978ceed0bbac4b0e47a1472c260jt8lv,4b343e6afa73f58e5da65245169f820aozjms,1.0,65.0,1.0,85.0,378.0,22.0,145.0,258.0,378.0,1,1,11206559593427.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,5.815384615384615,4.447058823529412,17.136363636363637,2.606896551724138,0.5724137931034483,1482.0845,1657.0598,1.1384615384615384,8.0,1.0,0.8992518257717612,2.169230769230769,58.0,1.0,7.07232553418877,2.7846153846153845,98.0,1.0,12.014954623941977,4.430769230769231,198.0,1.0,24.403489268166936,65.0,0.0,0.0,1.0,0.0,0.0,0.007751937984496124
346,10c1e1164e3f8298df9a35c891f67babiycsr,2882db1cbde5fa20a7b36ef2d4a41112e5phf,7c7bd48ff1b62f0658aae66fedd0e6d836mmv,0.0,9.0,1.0,6.0,10.0,5.0,10.0,5.0,10.0,0,0,4365989473684.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1.6666666666666667,2.0,1.0,0.7,12.8018,9.6238,1.1111111111111112,2.0,1.0,0.3333333333333333,1.1111111111111112,2.0,1.0,0.3333333333333333,1.1111111111111112,2.0,1.0,0.3333333333333333,1.1111111111111112,2.0,1.0,0.3333333333333333,9.0,0.0,0.0,1.0,0.0,0.0,0.2
347,7b5bd948eb1d8075be58ec9240927bb59ugz3,a3d2de7675556553a5f08e4c88d2c228xi6cp,e048f5d50823df461686fde13a25d287lpulu,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0,0,7065736842105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
348,570910327f5584ea1ccba92634d89832lo1zc,a3d2de7675556553a5f08e4c88d2c228niuov,a3d2de7675556553a5f08e4c88d2c228fe9bt,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,73305368421053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
349,300bb4c9816a7064b106c9c6cec2f51ei13n5,a3d2de7675556553a5f08e4c88d2c228yu3xw,9f9814eb0ca21815293286844b7311e551n2t,0.0,6.0,1.0,3.0,10.0,1.0,7.0,5.0,10.0,0,0,5346331578947.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.3333333333333335,10.0,1.4285714285714286,0.5714285714285714,12.8018,11.0101,1.0,1.0,1.0,0.0,1.5,2.0,1.0,0.5477225575051662,1.5,2.0,1.0,0.5477225575051662,1.5,2.0,1.0,0.5477225575051662,6.0,0.0,0.0,1.0,0.0,0.0,0.2
350,340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,a3d2de7675556553a5f08e4c88d2c2286mh58,e0d870a8c6513b80acc35b95b12a53d4no7tw,0.0,11.0,1.0,30.0,48.0,12.0,45.0,9.0,48.0,0,0,6119995614035.3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.363636363636363,1.6,4.0,1.0666666666666667,0.4666666666666667,136.8027,57.1408,1.5454545454545454,7.0,1.0,1.8090680674665818,3.1818181818181817,24.0,1.0,6.911124102751764,4.090909090909091,33.0,1.0,9.596400840466654,1.7272727272727273,8.0,1.0,2.101947149236112,11.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111
351,e03311c7620a8098b7a177a5f1ad213ernao3,4b6d0cc916db56c57616bfb69d1fb1fdrkm59,7862c3457fd5750ef958570cb0a3fe36f9rq3,0.0,19.0,1.0,20.0,46.0,2.0,27.0,18.0,46.0,0,0,44404606407322.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2.4210526315789473,2.3,23.0,1.7037037037037037,0.6666666666666666,112.1632,85.4561,1.0,1.0,1.0,0.0,2.210526315789474,8.0,1.0,1.6525719808972872,2.210526315789474,8.0,1.0,1.6525719808972872,2.0526315789473686,8.0,1.0,1.6149882768933415,19.0,0.0,0.0,1.0,0.0,0.0,0.05555555555555555
352,1e1c9332e90c1cb0f01da223bc043c528cvwo,265e5c1a73630867af7f38531b937605b51fc,3745707c137950f95bcba0a192923915eni6c,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0,0,8258894736842.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
353,a0660fe8a46b9cb6b02e7b0c50eef6a905vt6,0e3b36cad5d1bd049eb5bf07d08957e06y8av,5b31302740f80fe455bc6e87dabe1c68lc740,1.0,183.0,1.0,246.0,1275.0,45.0,977.0,807.0,1280.0,0,0,27151804440789.355,10.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,6.994535519125683,5.203252032520325,28.4,1.3101330603889458,0.300921187308086,7606.359,6672.8147,1.1584699453551912,18.0,1.0,1.3143426292898963,4.256830601092896,148.0,1.0,11.439503793546942,6.191256830601093,391.0,1.0,29.171556409570467,5.60655737704918,258.0,1.0,19.591665660631143,183.0,13.0,0.07103825136612021,1.0,0.0,0.0,0.0012391573729863693
354,5bbc8f66464ec2d962b0360d1d74bf67imj47,a3d2de7675556553a5f08e4c88d2c228nxi1v,a3d2de7675556553a5f08e4c88d2c228kukux,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0,0,3533999999999.6665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.6931,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
355,27cc072f1432f7aec4b7e17cf2e473f2x3bjg,170d0f1e1ec69cc1c8f1610a2a30c379q2iwo,04fb98fa5fe8f570cc48c6b366be74056cqv6,0.0,51.0,1.0,35.0,416.0,10.0,65.0,36.0,416.0,0,0,6417079959514.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,8.156862745098039,11.885714285714286,41.6,6.4,0.3384615384615385,1130.8845,373.4504,1.0,1.0,1.0,0.0,1.4313725490196079,6.0,1.0,1.153341267115407,3.2549019607843137,9.0,1.0,3.236313564875332,1.411764705882353,5.0,1.0,1.061630266867619,51.0,13.0,0.2549019607843137,1.0,0.0,0.0,0.027777777777777776
356,9ca41c3c062146a06d2682835f5136807yao2,d844051d95c0578831f20ced751c39ecms8m0,e1017f872dfa50dd796037921b6e5598ga2eb,0.0,10.0,1.0,10.0,11.0,4.0,11.0,9.0,11.0,0,0,6025976076554.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.1,1.1,2.75,1.0,0.2727272727272727,15.1044,15.1044,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.1,2.0,1.0,0.31622776601683794,1.1,2.0,1.0,0.31622776601683794,10.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111
357,ea6c07fbbfc3f0e549701b1e7b90c4d21zfjl,48585e1cb17d7c2c17575dabb26dfae9jyu2w,a3d2de7675556553a5f08e4c88d2c2285kuuw,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,4658210526316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
358,72994bece8c918a2c4c432b98780a7bdsctwr,580f29f49128f457d8a60b2c75a0a0bdbe3pl,b5b60d719a8b517f73ae0fe788682f81ehn9n,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0,0,42346263157894.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
359,01eb9dcbd0b3e79d94020d13d83a993ec9d2a,a3d2de7675556553a5f08e4c88d2c228x4b9d,c76d416cc847dfcbc9755f743e15dc5a4ms5q,0.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0,0,5490421052631.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,1.0,1.5,1.0,0.0,0.6931,0.6931,1.5,2.0,1.0,0.7071067811865476,1.5,2.0,1.0,0.7071067811865476,1.5,2.0,1.0,0.7071067811865476,1.5,2.0,1.0,0.7071067811865476,2.0,0.0,0.0,1.0,0.0,0.0,0.5
360,c9056fc0cade75299ed4438567a87d6ek44pt,a3d2de7675556553a5f08e4c88d2c22857a4j,4eded9193508af3fe3ad0922f40394a9r38sb,0.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,0,0,3701276315789.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.0,1.7918,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.0,0.5773502691896258,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
361,0b450f2827ec670da34be66ec2a520213xcuk,a3d2de7675556553a5f08e4c88d2c228ilw55,9a198b706608b731429b7803109aa15fcsiee,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0,0,74700499999999.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
362,cffb5f3c1f4ca815d0f643fcb2f2f316beod4,06602d61e71d281961c94a143471a38ei23rd,a3d2de7675556553a5f08e4c88d2c228o21d6,0.0,1301.0,1.0,1040.0,45520.0,48.0,24901.0,14907.0,51421.0,1,1,5911134321529.475,11224.0,0.21827657960755334,0.0,0.0,0.0,0.0,0.0,0.0,51421.0,0.0,0.0,0.0,39.524212144504226,49.44326923076923,1071.2708333333333,2.0650174691779446,0.07501706758764708,450912.2162,297776.9941,1.0253651037663336,6.0,1.0,0.25444200121307825,13.424289008455034,186.0,1.0,21.048073042942086,29.481168332052267,2170.0,1.0,86.81869166267455,20.79631053036126,1209.0,1.0,56.864853429936126,1301.0,777.0,0.5972328977709455,1.0,1.0,1.0,0.007379083651975582
363,bd0f0c497ef09b5c1bb18b330d932bffktn3i,a3d2de7675556553a5f08e4c88d2c228d397q,a24b32da95ea7ca00be96d769cc289c2l2qz9,0.0,2.0,1.0,1.0,13.0,2.0,2.0,1.0,13.0,0,0,60301469635627.234,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,13.0,6.5,6.5,0.5,2.4849,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,1.0
364,74f153bd134afc92866a6bc5cceb2088120y0,a3d2de7675556553a5f08e4c88d2c228fd0s8,796f3dd849480319c21677833dc1a6c87c6p1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
